run_id,run_name,config_name,mode,oom,vocab_size,embd_dim,num_heads,num_layers,seq_len,batch_size,head_dim,total_params,total_steps,elapsed_seconds,loss_min,loss_max,loss_avg,gpu_utilization_pct_min,gpu_utilization_pct_max,gpu_utilization_pct_avg,gpu_memory_access_time_pct_min,gpu_memory_access_time_pct_max,gpu_memory_access_time_pct_avg,gpu_memory_allocated_bytes_min,gpu_memory_allocated_bytes_max,gpu_memory_allocated_bytes_avg,gpu_memory_allocated_pct_min,gpu_memory_allocated_pct_max,gpu_memory_allocated_pct_avg,gpu_temperature_c_min,gpu_temperature_c_max,gpu_temperature_c_avg,gpu_power_usage_w_min,gpu_power_usage_w_max,gpu_power_usage_w_avg,gpu_enforced_power_limit_w_min,gpu_enforced_power_limit_w_max,gpu_enforced_power_limit_w_avg,gpu_power_usage_pct_min,gpu_power_usage_pct_max,gpu_power_usage_pct_avg,gpu_sm_clock_mhz_min,gpu_sm_clock_mhz_max,gpu_sm_clock_mhz_avg,gpu_memory_clock_mhz_min,gpu_memory_clock_mhz_max,gpu_memory_clock_mhz_avg,gpu_uncorrected_memory_errors_min,gpu_uncorrected_memory_errors_max,gpu_uncorrected_memory_errors_avg,gpu_corrected_memory_errors_min,gpu_corrected_memory_errors_max,gpu_corrected_memory_errors_avg,network_recv_bytes_min,network_recv_bytes_max,network_recv_bytes_avg,network_sent_bytes_min,network_sent_bytes_max,network_sent_bytes_avg,disk_read_mb_min,disk_read_mb_max,disk_read_mb_avg,disk_write_mb_min,disk_write_mb_max,disk_write_mb_avg,disk_used_gb_min,disk_used_gb_max,disk_used_gb_avg,disk_used_pct_min,disk_used_pct_max,disk_used_pct_avg,process_cpu_threads_min,process_cpu_threads_max,process_cpu_threads_avg,process_cpu_pct_min,process_cpu_pct_max,process_cpu_pct_avg,process_memory_used_mb_min,process_memory_used_mb_max,process_memory_used_mb_avg,process_memory_used_pct_min,process_memory_used_pct_max,process_memory_used_pct_avg,process_memory_available_mb_min,process_memory_available_mb_max,process_memory_available_mb_avg,system_memory_utilization_pct_min,system_memory_utilization_pct_max,system_memory_utilization_pct_avg
148,run_148_train,v8k_d512_h8_l6_s1024_b4,train,0,8192,512,8,6,1024,4,64,23035392,10921,301.94,0.6289,4.9375,2.899,88,99,98.0604,28,55,40.9774,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,56,53.1094,167.49,426.38,271.2569,400.0,400.0,400.0,41.87,106.6,67.8144,1380,1410,1409.2075,1215,1215,1215.0,0,0,0.0,0,0,0.0,4085081286924,4086158706247,4085609272860.3096,1332008483636,1332057569651,1332032651615.3962,1414.143,1414.143,1414.143,491878.699,491878.773,491878.7139,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2741.16,2867.74,2829.4323,0.5313,0.5559,0.5484,487393.15,488311.07,488068.138,5.3,5.5,5.4098
149,run_149_train,v8k_d2048_h16_l24_s4096_b2,train,0,8192,2048,16,24,4096,2,128,1222723584,299,303.5,2.2656,7.5,5.5016,92,99,98.0139,29,55,41.2014,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,57,53.3542,163.23,429.7,264.8238,400.0,400.0,400.0,40.81,107.43,66.2059,1380,1410,1409.0625,1215,1215,1215.0,0,0,0.0,0,0,0.0,4086291737796,4087180928938,4086753561664.528,1332062523433,1332105853224,1332084692796.764,1414.143,1414.143,1414.143,491878.773,491878.82,491878.8002,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3497.31,3507.64,3505.7399,0.6779,0.6799,0.6795,486502.26,487587.38,487392.2134,5.5,5.7,5.5167
150,run_150_train,v32k_d512_h8_l6_s1024_b2,train,0,32768,512,8,6,1024,2,64,35618304,13391,301.83,1.0547,5.4688,3.2758,80,99,97.9046,26,55,40.9198,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,57,53.8702,85.11,420.93,269.0668,400.0,400.0,400.0,21.28,105.23,67.2668,1380,1410,1408.7405,1215,1215,1215.0,0,0,0.0,0,0,0.0,4087353439883,4088501945636,4087903954379.511,1332112864218,1332163029786,1332137398577.565,1414.143,1414.143,1414.143,491878.82,491878.82,491878.82,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2775.84,3566.16,3222.4427,0.5381,0.6913,0.6246,486813.77,488262.49,487663.9678,5.4,5.6,5.4698
151,run_151_train,v16k_d512_h16_l6_s2048_b2,train,0,16384,512,16,6,2048,2,32,27229696,10123,302.7,1.2344,5.1562,3.1492,88,99,98.0341,29,55,40.8977,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,58,54.4508,150.46,442.47,276.8559,400.0,400.0,400.0,37.61,110.62,69.2136,1380,1410,1408.5795,1215,1215,1215.0,0,0,0.0,0,0,0.0,4088662324237,4089659969818,4089186341120.7085,1332169644872,1332215062715,1332192651178.394,1414.143,1414.143,1414.143,491878.82,491878.969,491878.9092,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2824.16,2951.2,2912.6241,0.5474,0.572,0.5646,487426.09,488259.38,488015.3427,5.4,5.5,5.4114
152,run_152_train,v8k_d1024_h16_l12_s2048_b2,train,0,8192,1024,16,12,2048,2,64,159126528,2927,303.58,0.7383,9.0625,3.8517,63,99,96.668,25,32,31.336,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,52,60,56.581,198.6,446.15,299.6213,400.0,400.0,400.0,49.65,111.54,74.9053,1380,1410,1405.9684,1215,1215,1215.0,0,0,0.0,0,0,0.0,4089796442061,4090713790738,4090276302736.221,1332220669473,1332264626762,1332243142618.162,1414.143,1414.143,1414.143,491878.969,491879.016,491878.9984,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2823.89,3274.17,3217.1961,0.5474,0.6347,0.6236,486997.55,488251.21,487694.6776,5.4,5.6,5.4874
153,run_153_train,v8k_d2048_h16_l6_s2048_b2,train,0,8192,2048,16,6,2048,2,128,318265344,2119,302.72,1.7266,8.0,4.1532,84,99,96.6984,27,55,33.7341,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,60,54.9643,140.47,440.54,288.6406,400.0,400.0,400.0,35.12,110.14,72.1604,1380,1410,1405.9524,1215,1215,1215.0,0,0,0.0,0,0,0.0,4090883977811,4091937951022,4091401450960.9365,1332271191946,1332319084027,1332294908123.5913,1414.143,1414.143,1414.143,491879.125,491879.238,491879.1981,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3248.15,3257.2,3256.4336,0.6296,0.6314,0.6312,486898.12,487868.55,487653.494,5.4,5.6,5.4849
154,run_154_train,v8k_d2048_h8_l12_s4096_b2,train,0,8192,2048,8,12,4096,2,256,619751424,583,302.18,2.6094,6.9688,4.9929,73,99,97.2926,24,55,40.6489,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,55,53.6702,168.64,437.02,271.5196,400.0,400.0,400.0,42.16,109.26,67.8796,1395,1410,1408.7234,1215,1215,1215.0,0,0,0.0,0,0,0.0,4092086621648,4093179922280,4092637444488.4785,1332325303146,1332374592718,1332350221782.9946,1414.143,1414.143,1414.143,491879.238,491879.238,491879.238,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2852.05,3288.16,3045.6195,0.5528,0.6374,0.5904,487085.2,488267.5,487830.1398,5.4,5.6,5.4532
155,run_155_train,v16k_d1024_h8_l24_s2048_b4,train,0,16384,1024,8,24,2048,4,128,318252032,879,301.98,2.6094,7.0938,4.6801,85,99,97.981,28,55,41.1754,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,58,54.7725,162.47,447.49,271.1615,400.0,400.0,400.0,40.62,111.87,67.7903,1380,1410,1408.8626,1215,1215,1215.0,0,0,0.0,0,0,0.0,4093297500834,4094321955491,4093799280369.6445,1332379686531,1332427258628,1332403272447.417,1414.143,1414.143,1414.143,491879.238,491879.32,491879.2932,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3310.28,3328.95,3328.5503,0.6417,0.6453,0.6452,487001.95,487781.16,487583.115,5.5,5.6,5.5066
156,run_156_train,v32k_d2048_h16_l6_s4096_b2,train,0,32768,2048,16,6,4096,2,128,368596992,1091,302.82,1.8984,6.5625,4.2973,88,99,97.9027,28,55,41.428,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,56,52.8872,166.71,437.93,268.2412,400.0,400.0,400.0,41.68,109.48,67.0604,1380,1410,1408.6576,1215,1215,1215.0,0,0,0.0,0,0,0.0,4094484413000,4095414596151,4094911614967.0854,1332433399099,1332477324809,1332454177620.7354,1414.143,1414.143,1414.143,491879.32,491879.32,491879.32,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2901.77,3318.54,2999.2658,0.5625,0.6433,0.5814,487166.66,488186.54,487888.5066,5.4,5.6,5.4268
157,run_157_train,v8k_d2048_h16_l24_s1024_b2,train,0,8192,2048,16,24,1024,2,128,1222723584,932,302.73,1.7734,9.0,5.0365,85,99,97.8166,26,55,42.1092,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,55,58,56.8079,153.41,439.67,279.2639,400.0,400.0,400.0,38.35,109.92,69.8159,1380,1410,1408.2969,1215,1215,1215.0,0,0,0.0,0,0,0.0,4095571205070,4096603207438,4096084547494.205,1332483870786,1332531067183,1332507441803.118,1414.143,1414.143,1414.143,491879.32,491879.434,491879.4012,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2810.3,3548.29,3347.4421,0.5447,0.6878,0.6489,486622.25,488242.87,487530.7952,5.4,5.7,5.4961
158,run_158_train,v16k_d512_h8_l12_s2048_b2,train,0,16384,512,8,12,2048,2,64,46070272,5970,302.66,1.2031,5.2812,3.6237,85,99,97.8168,25,55,41.1069,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,48,55,51.6412,154.17,436.91,274.8922,400.0,400.0,400.0,38.54,109.23,68.7227,1395,1410,1409.2557,1215,1215,1215.0,0,0,0.0,0,0,0.0,4096776796181,4097845675918,4097312646679.286,1332538123865,1332586383037,1332562555791.454,1414.143,1414.143,1414.143,491879.434,491879.594,491879.4749,124.096,124.096,124.096,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2977.88,2999.68,2988.0363,0.5772,0.5814,0.5792,487282.6,488099.18,487884.4038,5.4,5.5,5.4187
159,run_159_train,v32k_d1024_h8_l6_s1024_b2,train,0,32768,1024,8,6,1024,2,128,108923904,9576,304.32,1.2422,8.4375,3.5357,87,99,97.7547,28,55,40.9321,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,54,59,56.0302,153.41,435.44,276.4605,400.0,400.0,400.0,38.35,108.86,69.1149,1380,1410,1408.5283,1215,1215,1215.0,0,0,0.0,0,0,0.0,4098026560846,4099183617526,4098626600402.1284,1332593233092,1332642300690,1332618548448.5774,1414.143,1414.143,1414.143,491879.594,491879.754,491879.6885,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,3379.5,3393.23,3384.0143,0.6551,0.6577,0.6559,486709.3,487702.25,487484.5942,5.5,5.7,5.5155
160,run_160_train,v8k_d512_h8_l12_s1024_b4,train,0,8192,512,8,12,1024,4,64,41875968,6127,302.83,1.0,6.0625,3.6639,63,99,97.1705,22,56,41.0833,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,48,59,52.9886,84.57,415.81,265.5327,400.0,400.0,400.0,21.14,103.95,66.3831,1395,1410,1409.0341,1215,1215,1215.0,0,0,0.0,0,0,0.0,4099361308269,4100443256398,4099889911065.5645,1332649167089,1332698198626,1332673412478.2878,1414.143,1414.143,1414.143,491879.754,491879.828,491879.7779,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2781.8,3381.14,2888.9221,0.5392,0.6554,0.56,487301.74,488234.64,487971.4323,5.4,5.5,5.4189
161,run_161_train,v32k_d2048_h16_l12_s2048_b4,train,0,32768,2048,16,12,2048,4,128,670083072,599,302.94,2.5312,6.5938,4.7462,86,99,97.7644,28,55,41.6649,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,55,53.3037,107.95,429.7,281.8,400.0,400.0,400.0,26.99,107.43,70.4497,1395,1410,1409.2932,1215,1215,1215.0,0,0,0.0,0,0,0.0,4100626098729,4101621550112,4101099260781.733,1332705108547,1332751160373,1332727444663.4607,1414.143,1414.143,1414.143,491879.828,491879.875,491879.8651,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2826.37,3616.09,3225.3265,0.5479,0.7009,0.6252,486806.15,488225.95,487625.0767,5.4,5.6,5.4728
162,run_162_train,v32k_d512_h16_l24_s4096_b2,train,0,32768,512,16,24,4096,2,32,92140032,1656,302.08,1.9531,7.2812,4.6241,85,99,97.246,28,55,40.7659,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,58,56.2183,143.3,435.76,277.2305,400.0,400.0,400.0,35.82,108.94,69.3074,1380,1410,1408.631,1215,1215,1215.0,0,0,0.0,0,0,0.0,4101804700351,4102835887802,4102309270416.9883,1332758625063,1332806036432,1332782027304.512,1414.143,1414.143,1414.143,491879.875,491879.875,491879.875,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,3155.35,3165.91,3158.1275,0.6116,0.6137,0.6122,487140.13,487939.25,487746.503,5.4,5.6,5.4433
163,run_163_train,v8k_d1024_h8_l6_s1024_b4,train,0,8192,1024,8,6,1024,4,128,83758080,5872,301.77,0.8867,6.5938,3.451,83,99,96.5019,24,55,34.5058,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,57,53.722,169.23,435.76,287.1103,400.0,400.0,400.0,42.31,108.94,71.7775,1380,1410,1406.3514,1215,1215,1215.0,0,0,0.0,0,0,0.0,4102991457918,4104043691867,4103517630619.2935,1332812210755,1332859496164,1332835936870.9229,1414.143,1414.143,1414.143,491879.875,491880.023,491879.995,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2776.49,3179.8,2872.4966,0.5382,0.6164,0.5568,487249.35,488297.67,488004.0958,5.4,5.6,5.4139
164,run_164_train,v32k_d512_h8_l6_s2048_b4,train,0,32768,512,8,6,2048,4,64,35618304,3928,302.08,0.8555,6.9688,3.4188,89,99,96.7452,27,32,31.3745,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,57,60,58.0039,202.69,432.82,297.726,400.0,400.0,400.0,50.67,108.2,74.4314,1380,1410,1405.0772,1215,1215,1215.0,0,0,0.0,0,0,0.0,4104196431243,4105189439457,4104701428685.834,1332864879512,1332909310200,1332887386027.162,1414.143,1414.143,1414.143,491880.023,491880.191,491880.0827,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2793.24,3033.72,2939.5243,0.5414,0.588,0.5698,487110.43,488159.85,487937.4385,5.4,5.6,5.4193
165,run_165_train,v16k_d1024_h16_l6_s1024_b2,train,0,16384,1024,16,6,1024,2,64,92146688,10084,302.0,0.9922,5.625,3.3848,83,99,97.634,27,55,41.4717,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,59,54.4717,161.32,424.04,266.6985,400.0,400.0,400.0,40.33,106.01,66.6746,1380,1410,1408.7547,1215,1215,1215.0,0,0,0.0,0,0,0.0,4105345446118,4106266284362,4105817501869.43,1332977648721,1333021599361,1333000116893.868,1414.143,1414.143,1414.143,491880.191,491880.332,491880.3107,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2804.05,3252.26,3059.9489,0.5435,0.6304,0.5931,486850.87,488231.22,487834.0372,5.4,5.6,5.4566
166,run_166_train,v8k_d512_h16_l12_s1024_b2,train,0,8192,512,16,12,1024,2,32,41875968,8195,302.03,0.7969,8.75,3.6125,66,99,97.283,25,55,41.3208,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,54,52.1057,81.01,436.91,267.4648,400.0,400.0,400.0,20.25,109.23,66.866,1380,1410,1408.9811,1215,1215,1215.0,0,0,0.0,0,0,0.0,4106422744141,4115295037105,4110920693250.2944,1333028619140,1333147696785,1333087242055.7056,1414.143,1414.143,1414.143,491880.332,491880.426,491880.4025,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2794.87,2986.62,2928.9609,0.5417,0.5789,0.5677,482506.91,488118.41,485044.8016,5.4,6.5,5.9796
167,run_167_train,v32k_d1024_h8_l6_s1024_b4,train,0,32768,1024,8,6,1024,4,128,108923904,5500,307.44,1.1562,5.75,3.5372,79,99,96.8314,27,55,39.3257,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,47,57,54.1264,87.7,430.03,260.1402,400.0,400.0,400.0,21.92,107.51,65.0349,1380,1410,1408.7931,1215,1215,1215.0,0,0,0.0,0,0,0.0,4115425896939,4117003221150,4116156287954.49,1333154600334,1335523725693,1334193104334.6284,1414.143,1414.143,1414.143,491880.426,491880.473,491880.4674,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2766.98,3350.02,3286.6771,0.5363,0.6494,0.6371,481418.52,486325.52,482307.1665,5.7,6.7,6.513
168,run_168_train,v32k_d2048_h16_l6_s1024_b2,train,0,32768,2048,16,6,1024,2,128,368596992,3502,304.45,1.8203,7.0625,4.2349,82,99,96.5155,26,55,40.6163,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,59,55.6473,151.06,446.69,274.0108,400.0,400.0,400.0,37.77,111.67,68.5025,1380,1410,1408.4884,1215,1215,1215.0,0,0,0.0,0,0,0.0,4117300156166,4119062493239,4118121496627.3525,1335856272944,1338510677655,1336946750642.469,1414.143,1414.143,1414.143,491880.473,491880.473,491880.473,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,3523.34,3553.48,3531.5854,0.683,0.6888,0.6846,481105.23,482412.08,481883.1843,6.5,6.7,6.5938
169,run_169_train,v32k_d512_h16_l24_s2048_b4,train,0,32768,512,16,24,2048,4,32,92140032,1741,304.44,1.75,8.5,4.4737,74,99,96.5455,24,55,40.0331,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,55,52.6405,140.2,443.94,269.0916,400.0,400.0,400.0,35.05,110.98,67.2724,1380,1410,1409.1942,1215,1215,1215.0,0,0,0.0,0,0,0.0,4119250192394,4120950842233,4120086291460.1655,1338732495145,1341200590881,1339915476601.2397,1414.143,1414.143,1414.143,491880.473,491880.609,491880.5798,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2828.78,3567.29,3048.537,0.5483,0.6915,0.5909,481210.43,482885.38,482391.715,6.4,6.7,6.4946
170,run_170_train,v16k_d512_h8_l24_s4096_b2,train,0,16384,512,8,24,4096,2,64,83751424,1711,301.76,2.0469,6.9375,4.4844,78,99,97.428,27,55,40.956,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,58,55.952,154.28,442.2,273.1,400.0,400.0,400.0,38.57,110.55,68.2746,1395,1410,1408.86,1215,1215,1215.0,0,0,0.0,0,0,0.0,4121193854130,4122961399048,4122103279256.348,1341608440953,1344564762478,1343125182725.368,1414.143,1414.143,1414.143,491880.609,491880.77,491880.6886,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2854.46,3241.64,3018.6328,0.5533,0.6283,0.5851,481349.6,483005.4,482426.8829,6.4,6.7,6.4916
171,run_171_train,v8k_d2048_h16_l12_s2048_b4,train,0,8192,2048,16,12,2048,4,128,619751424,608,310.18,2.4375,6.9062,4.8673,77,99,97.3557,20,55,40.9433,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,59,53.1031,164.65,438.52,279.0513,400.0,400.0,400.0,41.16,109.63,69.7628,1380,1410,1409.2268,1215,1215,1215.0,0,0,0.0,0,0,0.0,4123207441290,4124647599814,4123988832303.0566,1344862819101,1346970599969,1346050074015.7114,1414.143,1414.143,1414.143,491880.77,491880.93,491880.903,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,3301.82,3329.98,3314.7138,0.64,0.6455,0.6425,481468.59,482741.82,482217.3731,6.4,6.7,6.5309
172,run_172_train,v32k_d512_h16_l6_s1024_b2,train,0,32768,512,16,6,1024,2,32,35618304,13446,302.73,0.8906,5.2812,3.3379,78,99,96.6504,26,55,40.1203,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,57,53.8459,152.09,434.83,275.2135,400.0,400.0,400.0,38.02,108.71,68.803,1380,1410,1408.703,1215,1215,1215.0,0,0,0.0,0,0,0.0,4124868245382,4126427348610,4125634241565.831,1347191578760,1349328910527,1348292819041.624,1414.143,1414.143,1414.143,491880.93,491881.004,491880.9687,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2825.25,3314.68,3000.9035,0.5476,0.6425,0.5817,480527.93,483027.51,482433.5849,6.4,6.9,6.4846
173,run_173_train,v8k_d512_h16_l24_s1024_b4,train,0,8192,512,16,24,1024,4,32,79557120,3151,303.61,1.1719,7.3125,4.1487,82,99,97.1977,25,55,41.4031,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,52,58,55.6744,133.57,432.5,267.7106,400.0,400.0,400.0,33.39,108.12,66.9274,1380,1410,1409.0116,1215,1215,1215.0,0,0,0.0,0,0,0.0,4126693037848,4128344738777,4127517889370.3486,1349710838902,1352154198956,1351001603702.6047,1414.143,1414.143,1414.143,491881.051,491881.051,491881.051,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2790.3,3112.04,2933.5609,0.5409,0.6032,0.5686,481466.98,482894.71,482508.5672,6.4,6.7,6.4663
174,run_174_train,v16k_d1024_h8_l12_s2048_b2,train,0,16384,1024,8,12,2048,2,128,167515136,3037,303.44,0.8711,5.5,3.9174,83,99,97.2471,25,55,37.4517,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,58,53.4942,151.34,437.66,281.398,400.0,400.0,400.0,37.83,109.41,70.3494,1380,1410,1407.6255,1215,1215,1215.0,0,0,0.0,0,0,0.0,4128600596192,4130264605399,4129420242577.143,1352511486640,1355174471411,1353831472471.5676,1414.143,1414.143,1414.143,491881.051,491881.121,491881.0513,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2800.18,3294.45,3166.2817,0.5428,0.6386,0.6137,481544.75,482999.5,482256.9718,6.4,6.7,6.5127
175,run_175_train,v16k_d2048_h16_l24_s2048_b2,train,0,16384,2048,16,24,2048,2,128,1239500800,538,303.01,2.0469,8.1875,5.2473,73,99,96.346,20,32,31.2852,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,57,60,58.4106,203.95,435.31,300.4181,400.0,400.0,400.0,50.99,108.83,75.1046,1380,1410,1402.7567,1215,1215,1215.0,0,0,0.0,0,0,0.0,4130483905307,4131892535038,4131179804266.8135,1355451084949,1357568207883,1356454829084.6882,1414.143,1414.143,1414.143,491881.199,491881.277,491881.2098,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,3282.97,3295.6,3286.4525,0.6364,0.6388,0.6371,481567.24,482597.69,482170.8872,6.5,6.7,6.5312
176,run_176_train,v8k_d1024_h8_l24_s1024_b4,train,0,8192,1024,8,24,1024,4,128,309863424,1534,308.1,2.0,7.8125,4.4983,77,99,96.1967,26,55,37.5287,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,57,53.4467,149.47,441.87,282.2614,400.0,400.0,400.0,37.37,110.47,70.565,1395,1410,1407.9713,1215,1215,1215.0,0,0,0.0,0,0,0.0,4132157128147,4133695878150,4132962156706.447,1357944515230,1360441642466,1359313276563.582,1414.143,1414.143,1414.143,491881.277,491881.52,491881.3498,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2827.1,3299.62,2903.682,0.548,0.6396,0.5628,481424.57,482929.88,482533.9049,6.4,6.7,6.4627
177,run_177_train,v32k_d512_h16_l6_s1024_b4,train,0,32768,512,16,6,1024,4,32,35618304,10365,302.8,1.2188,4.75,3.0286,82,99,97.3682,23,55,41.5465,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,54,59,56.593,142.97,441.87,273.5613,400.0,400.0,400.0,35.74,110.47,68.3905,1380,1410,1408.7209,1215,1215,1215.0,0,0,0.0,0,0,0.0,4133942056617,4135565410420,4134732758158.492,1360870983410,1363612361207,1362270285902.5427,1414.143,1414.143,1414.143,491881.52,491881.52,491881.52,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2790.38,3069.52,2927.9623,0.5409,0.595,0.5675,481685.16,483075.3,482559.6487,6.4,6.6,6.464
178,run_178_train,v8k_d2048_h16_l24_s4096_b4,train,1,8192,2048,16,24,4096,4,128,0,1,30.34,0,0,0
179,run_179_train,v16k_d2048_h16_l6_s1024_b2,train,0,16384,2048,16,6,1024,2,128,335042560,3730,303.47,1.8203,6.625,4.1652,82,99,97.0116,25,55,41.1085,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,56,52.6822,141.68,439.67,270.7743,400.0,400.0,400.0,35.42,109.92,67.6936,1380,1410,1408.9535,1215,1215,1215.0,0,0,0.0,0,0,0.0,4136063342192,4137714683836,4136869524594.4185,1364326616916,1367107300025,1365683683624.0503,1414.143,1414.143,1414.143,491881.52,491881.602,491881.5386,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2735.58,3192.5,3034.1669,0.5303,0.6188,0.5881,480995.73,482966.15,482353.9445,6.4,6.8,6.5004
180,run_180_train,v8k_d1024_h8_l24_s2048_b4,train,0,8192,1024,8,24,2048,4,128,309863424,886,304.45,2.6719,7.6875,4.6866,85,99,97.3429,25,55,41.0286,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,58,56.0381,170.44,418.42,274.1109,400.0,400.0,400.0,42.61,104.61,68.5276,1395,1410,1409.3571,1215,1215,1215.0,0,0,0.0,0,0,0.0,4137974527453,4139580268007,4138787515807.495,1367453089238,1370140705546,1368814947563.0144,1414.143,1414.143,1414.143,491881.602,491881.602,491881.602,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,3276.52,3286.93,3281.082,0.6351,0.6371,0.636,481465.46,482578.16,482182.9565,6.5,6.7,6.5281
181,run_181_train,v16k_d1024_h16_l12_s1024_b4,train,0,16384,1024,16,12,1024,4,64,167515136,3110,301.66,1.1328,9.375,3.8422,79,99,98.0575,20,55,40.6513,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,56,52.6743,172.46,439.67,274.1466,400.0,400.0,400.0,43.11,109.92,68.5365,1395,1410,1408.9655,1215,1215,1215.0,0,0,0.0,0,0,0.0,4139882439377,4140564517153,4140290340920.686,1370681896578,1375605108539,1373438900203.7625,1414.143,1414.143,1414.143,491881.602,491881.84,491881.6804,124.096,124.096,124.096,44.3,44.3,44.3,91,91,91.0,0.0,0.0,0.0,2749.19,3252.02,2893.279,0.5329,0.6304,0.5608,480049.85,501156.03,488127.0649,2.9,6.9,5.3847
